148,0.001892,0.983275,0.199292
151,0.000427,0.98474,0.199048
151,0.002625,0.987548,0.197583
157,0.001892,0.98474,0.197339
159,0.00116,0.984618,0.197217
160,0.002869,0.983275,0.202832
170,-0.000427,0.987548,0.2021
172,-0.001038,0.983642,0.198437
177,0.002625,0.986083,0.200391
187,0.003235,0.986327,0.200635
188,0.002869,0.985961,0.198071
189,0.002258,0.984618,0.20271
193,0.00238,0.987792,0.19978
197,0.002991,0.986571,0.198437
198,0.001892,0.985595,0.198193
199,0.001404,0.983642,0.201489
200,-0.001526,0.985229,0.200269
204,-0.001404,0.990234,0.200635
205,0.003845,0.98474,0.193554
207,-0.002869,0.985229,0.203931
209,-0.000305,0.990112,0.212843
210,0.009217,0.986694,0.203321
214,0.00238,0.975707,0.183666
217,-0.000794,0.982787,0.207959
219,0.004822,0.989257,0.200269
223,0.003479,0.982299,0.195141
224,0.002014,0.984374,0.199902
225,0.005188,0.98413,0.197583
227,-0.001892,0.982421,0.19038
228,-0.012147,0.979491,0.199292
229,0.002503,0.983153,0.206983
232,0.016053,0.986327,0.200391
233,0.00824,0.983764,0.188549
234,-0.007142,0.98767,0.197461
237,0.008851,0.991821,0.211988
238,0.012513,0.983397,0.198437
240,-0.002136,0.980345,0.188671
242,0.004944,0.989868,0.208204
244,0.008973,0.988036,0.205396
247,-0.006043,0.985351,0.18977
254,-0.000794,0.988891,0.199536
255,0.005188,0.982421,0.203687
258,0.003113,0.984862,0.19917
259,0.00177,0.99121,0.192333
263,-0.001526,0.98474,0.200269
264,0.000305,0.983397,0.202344
265,0.005921,0.985106,0.198193
267,-0.006043,0.979857,0.202222
269,-0.001648,0.982299,0.204908
272,0.000671,0.984008,0.201489
273,0.007264,0.987182,0.19685
274,0.004822,0.984496,0.199414
275,-0.002014,0.984618,0.200513
277,0.00177,0.982421,0.198682
279,0.002747,0.980956,0.195141
280,-0.003235,0.980956,0.193554
282,-0.001648,0.983886,0.197217
283,0.007752,0.988525,0.201245
287,0.005066,0.988525,0.200269
288,0.001526,0.984496,0.199048
289,0.003479,0.984374,0.196362
290,-0.00238,0.986449,0.198071
293,-0.00409,0.987426,0.200391
297,0.00177,0.989379,0.199292
298,0.000183,0.987304,0.200879
300,0.000549,0.989257,0.19978
302,0.002625,0.989257,0.196362
305,0.001892,0.986083,0.194775
308,0.003113,0.990234,0.19685
309,0.007874,0.991088,0.200513
310,-0.000671,0.986938,0.197339
319,-0.000061,0.984618,0.197461
320,0.003357,0.986694,0.199292
324,0.002869,0.984984,0.197949
325,0.002258,0.983397,0.197095
327,0.003723,0.984252,0.200024
328,0.003235,0.988158,0.197705
329,0.001282,0.990112,0.200146
332,0.000549,0.990112,0.198193
333,0.002014,0.989257,0.196606
334,0.003235,0.988525,0.200757
335,0.002258,0.986449,0.200513
337,0.002625,0.985106,0.198071
340,0.002991,0.985839,0.195508
358,0.002258,0.989745,0.19624
373,0.002991,0.986083,0.198315
374,0.004212,0.98706,0.199292
375,0.002258,0.98474,0.19856
377,0.003113,0.983886,0.200024
380,0.002991,0.984252,0.201123
383,0.003601,0.985717,0.198315
385,0.003723,0.98413,0.198926
388,0.003235,0.985473,0.196118
389,0.002869,0.984252,0.194897
390,0.002503,0.983153,0.197949
392,0.004334,0.985839,0.19856
393,0.003968,0.987304,0.196728
394,0.001404,0.98999,0.196606
398,0.000305,0.990112,0.198804
399,0.002136,0.988281,0.198071
402,0.002991,0.982787,0.197339
404,0.0047,0.984374,0.197583
405,0.004944,0.987426,0.196484
408,0.000183,0.987182,0.198071
412,0.000916,0.987182,0.19685
413,0.002136,0.985473,0.199414
414,0.000793,0.98767,0.194653
415,0.000671,0.990844,0.194409
417,0.003479,0.989623,0.196484
420,0.005066,0.987426,0.197339
422,0.00177,0.984862,0.199048
424,0.003601,0.983397,0.202954
425,0.00702,0.986083,0.197949
427,0.006287,0.987548,0.194775
429,0.001526,0.985229,0.195752
430,0.000793,0.98474,0.196972
433,0.002258,0.985229,0.200391
435,0.003968,0.985961,0.19856
438,0.003479,0.986571,0.19685
439,0.002747,0.991821,0.200757
440,0.00116,0.990844,0.200513
444,0.000183,0.986083,0.200024
445,0.000916,0.984862,0.197949
449,0.003357,0.988647,0.200757
453,0.00238,0.989745,0.202588
454,0.001892,0.989257,0.200391
455,0.004456,0.981322,0.197949
457,0.002991,0.979003,0.196118
458,0.002258,0.985229,0.197461
462,0.003235,0.989745,0.200757
463,0.004212,0.987548,0.199048
464,0.003601,0.983153,0.198682
467,0.00116,0.982421,0.198193
468,0.000427,0.983764,0.196728
469,0.003113,0.986083,0.19685
470,0.002136,0.986327,0.197583
472,0.001648,0.98767,0.201856
475,0.001404,0.986327,0.203321
477,0.002136,0.982543,0.201856
478,0.00409,0.984252,0.19917
479,0.001282,0.986571,0.196362
482,0.001404,0.986327,0.19685
483,0.001892,0.984618,0.199902
484,-0.000794,0.980712,0.200513
485,-0.001038,0.980712,0.19917
488,0.002136,0.985961,0.198804
489,0.004822,0.988647,0.199048
490,0.003113,0.989745,0.200391
492,0.002503,0.987548,0.203565
493,0.002747,0.985351,0.204419
495,0.002258,0.98767,0.201733
499,0.002014,0.989868,0.200391
500,0.002747,0.985473,0.200146
502,0.003723,0.984618,0.202832
508,0.003235,0.987548,0.201978
509,0.003479,0.989379,0.201733
513,0.00116,0.984862,0.19917
514,0.004944,0.98413,0.198071
515,0.003235,0.985106,0.197583
517,0.005921,0.986083,0.199292
518,0.006165,0.985717,0.199414
519,0.004456,0.984862,0.199536
520,0.00177,0.984496,0.201245
522,0.000671,0.985595,0.201733
524,0.001282,0.986571,0.200391
525,0.000793,0.98706,0.19917
542,0.000061,0.982787,0.198804
543,0.00238,0.983031,0.199414
549,0.002136,0.986449,0.201367
550,0.000549,0.986327,0.200513
553,0.002258,0.984008,0.198071
558,0.00238,0.986938,0.197461
559,0.002991,0.989135,0.19856
560,0.003357,0.987182,0.201367
563,0.009217,0.98413,0.204297
564,0.005066,0.982421,0.199902
565,0.000305,0.98059,0.193554
569,0.004944,0.981688,0.195752
570,0.001892,0.984252,0.198315
572,-0.000183,0.983031,0.200024
578,0.002625,0.982665,0.199414
579,0.001648,0.983886,0.198682
580,0.002625,0.982665,0.200146
582,0.000427,0.983886,0.200024
584,-0.001526,0.985961,0.197949
589,-0.001404,0.988403,0.196606
593,-0.00177,0.990966,0.198926
594,0.001526,0.986327,0.201123
597,0.005432,0.986571,0.197217
598,0.004456,0.985961,0.199902
599,0.001282,0.985595,0.201489
602,-0.000061,0.986083,0.201978
604,-0.000427,0.985595,0.200879
605,0.000305,0.985839,0.19856
608,0.000061,0.985961,0.196118
610,0.000793,0.990966,0.200391
612,0.0047,0.988281,0.201001
613,-0.000916,0.98767,0.2021
614,-0.003479,0.985351,0.196606
618,0.001648,0.988281,0.197827
622,0.003235,0.989013,0.197583
625,-0.001892,0.986205,0.200513
629,0.00177,0.986816,0.198926
630,0.003113,0.98059,0.197949
634,0.00238,0.983397,0.195874
635,0.003113,0.987914,0.196484
638,0.001648,0.98706,0.197095
639,0.003357,0.984008,0.201856
644,0.002991,0.986449,0.201245
645,0.001404,0.990234,0.198315
649,0.002258,0.990478,0.198071
650,0.00763,0.986816,0.198804
653,0.001648,0.982665,0.196972
655,-0.000061,0.982665,0.199048
657,0.000305,0.982787,0.198926
658,0.002625,0.986327,0.19856
659,0.002991,0.984374,0.199902
660,0.00116,0.983153,0.201367
665,-0.000549,0.985717,0.200269
667,0.002014,0.984374,0.197339
668,0.006409,0.988769,0.198682
669,0.004212,0.987548,0.19685
674,0.002747,0.987304,0.196972
675,0.001282,0.986938,0.197217
677,0.000061,0.982543,0.198437
678,0.002014,0.985229,0.19856
